Metrics Server Information
Fri Mar 13 12:19:34 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:34 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:35 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:35 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:36 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:37 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:37 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:38 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:38 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:39 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:40 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:40 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:41 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:41 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:42 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:43 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:43 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:44 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:44 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:45 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:46 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:46 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:47 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:47 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:48 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:49 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:49 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:50 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:51 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:51 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:52 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:52 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:53 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:54 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:54 UTC 2020 vflow-6bf66b7758-sm8k9                            1m           7Mi             
Fri Mar 13 12:19:55 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:56 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:56 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:57 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:57 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:58 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:59 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:19:59 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:00 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:01 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:01 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:02 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:02 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:03 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:04 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:04 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:05 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:05 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:06 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:07 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:07 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:08 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:08 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:09 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:10 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:10 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:11 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:12 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:12 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:13 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:13 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:14 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:15 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:15 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:16 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:16 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:17 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:18 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:18 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:19 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:20 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:20 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:21 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:21 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:22 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:23 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:23 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:24 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:24 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:25 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:26 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:26 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:27 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:28 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:29 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:30 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:30 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:31 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:32 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:32 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:33 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:34 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:34 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:35 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:35 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:36 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:37 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:37 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:38 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:39 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:39 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:40 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:40 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:41 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:42 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:42 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:43 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:43 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:44 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:45 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:45 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:46 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:46 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:47 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:48 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:48 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:49 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:49 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:50 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:51 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:51 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:52 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:53 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:53 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:54 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
Fri Mar 13 12:20:54 UTC 2020 vflow-6bf66b7758-sm8k9                            30m          16Mi            
